Grupo de Opções;Sabor / Adicional;Descrição;Preço (R$);Disponível
"[GRUPO] Sabor Gigante 45cm";"82. Sonho de valsa";"Mussarela, chocolate preto, bombom sonho de valsa e leite condensado";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"83. Óreo";"Mussarela, chocolate branco, biscoito óreo e leite condensado";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"9. Baiana";"Molho de tomate caseiro, mussarela, calabresa, cebola, pimenta calabresa, azeitonas verde e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"BARBECUE";"Molho de tomate caseiro, mussarela, lombo ao molho Barbecue e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"CATUPERU";"Molho de tomate caseiro, mussarela, peito de peru, catupiry e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"CHOCOLATE BRANCO COM NOZES";"Mussarela, chocolate branco, nozes e leite condensado. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"FLORESTA NEGRA";"Chocolate preto e cerejas.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"FUGAZZETA";"Molho de tomate caseiro, mussarela, cebola, azeitonas verdes e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"GAÚCHA";"Molho de tomate caseiro, mussarela, filé, cebola, pimentão, tomate, barbecue e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"ITALIAN ";"Molho de tomate caseiro, mussarela, salame, tomate, azeitonas pretas e orégano.   ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"LA CANTINA";"Molho de tomate caseiro, mussarela, tomate seco, manjericão, champignon, azeitonas pretas e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"LINGUIÇA BLUMENAU";"Molho de tomate caseiro, linguiça Blumenau, mussarela, catupiry e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"NORDESTINA ";" Molho de tomate caseiro, carne seca, cebola roxa, catupiry, mussarela, pimenta biquinho e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"PRESUNTO E QUEIJO (MODA ARGENTINA)";"Molho de tomate caseiro, mussarela, presunto e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"PRIMAVERA";"Palmito, ervilha e ovos de codorna.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"SPECIALE";" Molho de tomate caseiro, mussarela, anéis de cebola na manteiga, salsinha e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"TOSCANA";"Molho de tomate caseiro, mussarela, salame, provolone, manjericão e oregano.";"132,00";"Sim"
"[GRUPO] Adicionais";"Hambúrguer 160gr";"";"10,00";"Sim"
"[GRUPO] Adicionais";"Cebola na chapa";"";"3,00";"Sim"
"[GRUPO] Adicionais";"Cebola Crispy";"";"3,50";"Sim"
"[GRUPO] Adicionais";"Abacaxi";"";"8,00";"Sim"
"[GRUPO] Adicionais";"Ovo frito";"";"4,00";"Sim"
"[GRUPO] Adicionais";"Bacon em fatias";"";"6,00";"Sim"
"[GRUPO] Adicionais";"Catupiry";"";"4,00";"Sim"
"[GRUPO] Adicionais";"Cheddar";"";"5,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"1. Alho e óleo";"Molho de tomate caseiro, mussarela, alho frito e azeitonas pretas e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"11. Calabresa";"Molho de tomate caseiro, mussarela, calabresa e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"32. Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"46. Filé aos 5 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e filé.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"36. Bolonhesa";"Molho de tomate caseiro, mussarela, carne moída, cebola, tomate e pimentão.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"35. Atum";"Molho de tomate caseiro, mussarela, atum, cebola, catupiry e orégano. +";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"20. Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"34. Verona";"Molho de tomate caseiro, mussarela, lombo canadense, palmito, milho, catupiry, alho frito e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"55. Strogonoff de frango";"Molho de tomate caseiro, mussarela, strogonoff de frango e batata palha.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"37. Camarão alho e óleo";"Molho de tomate caseiro, mussarela, camarão ao alho e óleo e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"31. Portuguesa";"Molho de tomate caseiro, mussarela, presunto, queijo, ovo, tomate, cebola, pimentão, azeitonas verde e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"21. Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"52. Rúcula com tomate seco";"Molho de tomate caseiro, mussarela, tomate seco, rúcula e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"23. Italiana";"Molho de tomate caseiro, mussarela, presunto, bacon, milho, palmito e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"44. Filé com cheddar";"Molho de tomate caseiro, mussarela, Filé e cheddar.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"41. Filé ao alho";"Molho de tomate caseiro, mussarela, filé, alho frito e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"61. 6 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"48. Mexicana";"Molho de tomate caseiro, mussarela, iscas de carne, cheddar, cebola e nachos.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"40. Champignon";"Molho de tomate caseiro, mussarela, champignon, catupiry e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"19. Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"22. Havaiana";"Molho de tomate caseiro, mussarela, lombo canadense, abacaxi e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"49. Moda da casa";"Molho de tomate caseiro, mussarela, frango, palmito, bacon, milho, azeitona, catupiry e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"BARBECUE";"Molho de tomate caseiro, mussarela, lombo ao molho Barbecue e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"13. Calabresa especial";"Molho de tomate caseiro, mussarela, calabresa, cebola, catupiry e ovos.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"38. Camarão aos 4 queijos";"Molho de tomate caseiro, mussarela, camarão, parmesão, provolone e catupiry.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"18. Difiori";"Molho de tomate caseiro, mussarela, frango, bacon, tomate e creme de leite";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"25. Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"45. Filé aos 4 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry e filé.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"47. Filé com tomate";"Molho de tomate caseiro, mussarela, filé e tomate.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"24. La torre";"Molho de tomate caseiro, mussarela, lombo canadense, palmito e creme de leite.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"12. Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"CATUPERU";"Molho de tomate caseiro, mussarela, peito de peru, catupiry e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"16. Carbonara";"Molho de tomate caseiro, mussarela, Bacon, ovos e creme de leite";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"CHOCOLATE BRANCO COM NOZES";"Mussarela, chocolate branco, nozes e leite condensado. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"TOSCANA";"Molho de tomate caseiro, mussarela, salame, provolone, manjericão e oregano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"33. Veneza";"Molho de tomate caseiro, mussarela, lombo, bacon, ovos e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"3. Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"42. Filé com fritas";"Molho de tomate caseiro, mussarela, tiras de carne, batata frita e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"58. 6 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"51. Pepperoni";"Molho de tomate caseiro, mussarela, pepperoni e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"LINGUIÇA BLUMENAU";"Molho de tomate caseiro, linguiça Blumenau, mussarela, catupiry e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"27. Milho com catupiry";"Molho de tomate caseiro, mussarela, milho e catupiry.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"4. Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"39. Coração";"Molho de tomate caseiro, mussarela, coração, cebola e catupiry.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"59. 4 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, bacon e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"PRESUNTO E QUEIJO (MODA ARGENTINA)";"Molho de tomate caseiro, mussarela, presunto e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"2. Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"30. Napolitana";"Molho de tomate caseiro, mussarela, tomate, provolone e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"29. Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"17. Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"LA CANTINA";"Molho de tomate caseiro, mussarela, tomate seco, manjericão, champignon, azeitonas pretas e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"GAÚCHA";"Molho de tomate caseiro, mussarela, filé, cebola, pimentão, tomate, barbecue e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"15. Canadense";"Molho de tomate caseiro, mussarela, lombo canadense, catupiry e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"FLORESTA NEGRA";"Chocolate preto e cerejas.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"SPECIALE";" Molho de tomate caseiro, mussarela, anéis de cebola na manteiga, salsinha e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"ITALIAN ";"Molho de tomate caseiro, mussarela, salame, tomate, azeitonas pretas e orégano.   ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"7. Bacon";"Molho de tomate caseiro, mussarela, bacon e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"57. 5 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"53. Siciliana";"Molho de tomate caseiro, mussarela, bacon, champignon, catupiry e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"54. Strogonoff de carne";"Molho de tomate caseiro, mussarela, strogonoff de carne e batata palha.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"6. Brócolis com bacon e catupiry";"Molho de tomate caseiro, mussarela, brócolis, bacon e catupiry";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"50. Palmito";"Molho de tomate caseiro, mussarela, Palmito e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"9. Baiana";"Molho de tomate caseiro, mussarela, calabresa, cebola, pimenta calabresa, azeitonas verde e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"60. 5 Queijos com bacon";"Molho de tomate caseiro, mussarela, parmesão, provolone, catupiry, cheddar, bacon e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"PRIMAVERA";"Palmito, ervilha e ovos de codorna.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"FUGAZZETA";"Molho de tomate caseiro, mussarela, cebola, azeitonas verdes e orégano.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"8. Bacon com abacaxi";"Molho caseiro, mussarela, bacon e abacaxi.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"10. Bauru";"Molho de tomate caseiro, mussarela, presunto, tomate e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"28. Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"56. 4 Queijos";"Molho de tomate caseiro, mussrela, Parmesão, provolone, catupiry e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"43. Filé com catupiry";"Molho de tomate caseiro, mussarela, tiras de carne e catupiry.";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"NORDESTINA ";" Molho de tomate caseiro, carne seca, cebola roxa, catupiry, mussarela, pimenta biquinho e orégano. ";"8,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"5. Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano. ";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"26. Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"0,00";"Sim"
"[GRUPO] Escolha até 3 sabores da Pizza Grande";"14. Catulabresa";"Molho de tomate caseiro, mussarela, calabresa e catupiry.";"0,00";"Sim"
"[GRUPO] Sabor Gigante";"Alho e óleo ";"Molho de tomate caseiro, mussarela, alho frito, azeitonas pretas e orégano. ";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Calabresa ";"Molho de tomate caseiro, mussarela, calabresa e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Banana com chocolate preto e leite condensado.";"Mussarela, banana, chocolate preto e leite condensado.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";" Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Banana com leite ninho, chocolate ao leite e leite condensado.";"Banana com leite ninho, chocolate ao leite e leite condensado.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Brigadeiro";"Chocolate preto e granulado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Chocolate branco";"Mussarela, chocolate branco e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Chocolate preto";"Mussarela, chocolate preto e leite condensado.";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"85,90";"Sim"
"[GRUPO] Sabor Gigante";"Romeu e julieta";"Mussarela e goiabada";"85,90";"Sim"
"[GRUPO] Sabor Media";"Alho e óleo ";"Molho de tomate caseiro, mussarela, alho frito, azeitonas pretas e orégano. ";"46,90";"Sim"
"[GRUPO] Sabor Media";"Calabresa ";"Molho de tomate caseiro, mussarela, calabresa e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Banana com chocolate preto e leite condensado.";"Mussarela, banana, chocolate preto e leite condensado.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";" Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Banana com leite ninho, chocolate ao leite e leite condensado.";"Banana com leite ninho, chocolate ao leite e leite condensado.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Brigadeiro";"Chocolate preto e granulado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Chocolate branco";"Mussarela, chocolate branco e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Chocolate preto";"Mussarela, chocolate preto e leite condensado.";"46,90";"Sim"
"[GRUPO] Sabor Media";"Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"46,90";"Sim"
"[GRUPO] Sabor Media";"Romeu e julieta";"Mussarela e goiabada";"46,90";"Sim"
"[GRUPO] Sabor Pequena ";"Alho e óleo ";"Molho de tomate caseiro, mussarela, alho frito, azeitonas pretas e orégano. ";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Calabresa ";"Molho de tomate caseiro, mussarela, calabresa e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Banana com chocolate preto e leite condensado.";"Mussarela, banana, chocolate preto e leite condensado.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";" Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Banana com leite ninho, chocolate ao leite e leite condensado.";"Banana com leite ninho, chocolate ao leite e leite condensado.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Brigadeiro";"Chocolate preto e granulado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Chocolate branco";"Mussarela, chocolate branco e leite condensado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Chocolate preto";"Mussarela, chocolate preto e leite condensado.";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"34,90";"Sim"
"[GRUPO] Sabor Pequena ";"Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"34,90";"Sim"
